istNo;tarih;enDusuk;enYuksek;hadise;enDusukNem;enYuksekNem;ruzgarYon;ruzgarHiz
96105;2024-06-13T00:00:00.000Z;21;28;AB;66;91;49;8
96105;2024-06-14T00:00:00.000Z;22;28;AB;66;88;50;8
96108;2024-06-10T00:00:00.000Z;16;24;KGY;68;91;279;23
96108;2024-06-11T00:00:00.000Z;19;26;PB;76;91;78;12
96108;2024-06-12T00:00:00.000Z;20;27;AB;73;90;70;16
96108;2024-06-13T00:00:00.000Z;21;28;AB;70;90;57;12
96108;2024-06-14T00:00:00.000Z;21;29;AB;69;85;71;14
96116;2024-06-10T00:00:00.000Z;18;27;KGY;80;94;25;8
96116;2024-06-11T00:00:00.000Z;16;30;PB;70;91;5;9
96116;2024-06-12T00:00:00.000Z;19;33;AB;59;75;355;7
96116;2024-06-13T00:00:00.000Z;21;35;AB;49;70;7;6
96116;2024-06-14T00:00:00.000Z;20;37;AB;42;57;8;7
96107;2024-06-10T00:00:00.000Z;20;29;KGY;66;88;288;13
96107;2024-06-11T00:00:00.000Z;16;31;PB;62;86;342;7
96107;2024-06-12T00:00:00.000Z;19;33;AB;62;84;353;8
96107;2024-06-13T00:00:00.000Z;19;34;AB;51;85;338;7
96107;2024-06-14T00:00:00.000Z;20;36;AB;48;73;348;7
96702;2024-06-10T00:00:00.000Z;16;29;PB;66;86;332;11
96702;2024-06-11T00:00:00.000Z;18;31;PB;59;85;332;10
96702;2024-06-12T00:00:00.000Z;19;33;AB;46;78;300;10
96702;2024-06-13T00:00:00.000Z;22;32;PB;63;89;334;11
96702;2024-06-14T00:00:00.000Z;21;31;PB;58;90;310;9
96705;2024-06-10T00:00:00.000Z;15;35;SCK;36;90;2;10
96705;2024-06-11T00:00:00.000Z;17;36;SCK;31;80;193;9
96705;2024-06-12T00:00:00.000Z;19;37;SCK;31;74;285;10
96705;2024-06-13T00:00:00.000Z;20;37;SCK;36;73;52;9
96705;2024-06-14T00:00:00.000Z;22;37;SCK;35;79;305;14
96706;2024-06-10T00:00:00.000Z;16;30;PB;67;85;20;11
96706;2024-06-11T00:00:00.000Z;18;32;PB;62;86;315;8
96706;2024-06-12T00:00:00.000Z;20;34;AB;43;74;270;10
96706;2024-06-13T00:00:00.000Z;22;33;PB;66;84;3;12
96706;2024-06-14T00:00:00.000Z;23;33;PB;60;90;177;9
96703;2024-06-10T00:00:00.000Z;15;34;PB;32;88;2;13
96703;2024-06-11T00:00:00.000Z;17;35;SCK;30;77;6;13
96703;2024-06-12T00:00:00.000Z;18;37;SCK;28;76;343;11
96703;2024-06-13T00:00:00.000Z;19;36;SCK;35;69;15;13
96703;2024-06-14T00:00:00.000Z;21;37;SCK;32;78;328;16
96707;2024-06-10T00:00:00.000Z;19;27;PB;55;78;338;7
96707;2024-06-11T00:00:00.000Z;21;28;PB;48;70;288;7
96707;2024-06-12T00:00:00.000Z;23;30;AB;39;59;280;9
96707;2024-06-13T00:00:00.000Z;23;29;PB;52;73;50;12
96707;2024-06-14T00:00:00.000Z;25;30;PB;47;81;245;18
96708;2024-06-10T00:00:00.000Z;19;26;PB;64;78;24;8
96708;2024-06-11T00:00:00.000Z;21;28;PB;50;71;250;8
96708;2024-06-12T00:00:00.000Z;23;30;AB;41;64;274;10
96708;2024-06-13T00:00:00.000Z;22;28;PB;57;73;50;12
96708;2024-06-14T00:00:00.000Z;24;28;PB;52;85;214;17
96701;2024-06-10T00:00:00.000Z;19;27;PB;63;77;23;8
96701;2024-06-11T00:00:00.000Z;21;29;PB;51;71;255;8
96701;2024-06-12T00:00:00.000Z;22;31;AB;41;64;275;10
96701;2024-06-13T00:00:00.000Z;22;30;PB;56;73;51;12
96701;2024-06-14T00:00:00.000Z;24;30;PB;53;85;218;19
96704;2024-06-10T00:00:00.000Z;16;32;PB;34;86;352;12
96704;2024-06-11T00:00:00.000Z;18;33;PB;35;73;353;10
96704;2024-06-12T00:00:00.000Z;20;35;SCK;31;68;203;11
96704;2024-06-13T00:00:00.000Z;20;33;PB;41;71;6;11
96704;2024-06-14T00:00:00.000Z;23;34;PB;35;78;311;16
97404;2024-06-10T00:00:00.000Z;19;28;PB;61;75;48;18
97404;2024-06-11T00:00:00.000Z;20;27;PB;61;77;58;10
97404;2024-06-12T00:00:00.000Z;21;29;AB;42;66;114;7
97404;2024-06-13T00:00:00.000Z;22;28;PB;59;75;60;13
97404;2024-06-14T00:00:00.000Z;22;29;PB;56;82;212;15
97402;2024-06-10T00:00:00.000Z;17;29;PB;56;68;54;15
97402;2024-06-11T00:00:00.000Z;19;28;PB;50;75;74;9
97402;2024-06-12T00:00:00.000Z;20;30;AB;39;66;151;6
97402;2024-06-13T00:00:00.000Z;20;29;PB;46;75;94;9
97402;2024-06-14T00:00:00.000Z;21;31;PB;51;86;269;18
97401;2024-06-10T00:00:00.000Z;15;34;PB;35;80;3;10
97401;2024-06-11T00:00:00.000Z;16;33;PB;38;71;328;10
97401;2024-06-12T00:00:00.000Z;17;36;SCK;35;66;308;10
97401;2024-06-13T00:00:00.000Z;19;36;SCK;40;71;325;9
97401;2024-06-14T00:00:00.000Z;20;34;SCK;42;77;304;16
97403;2024-06-10T00:00:00.000Z;17;34;PB;33;74;303;9
97403;2024-06-11T00:00:00.000Z;19;34;PB;31;67;295;9
97403;2024-06-12T00:00:00.000Z;20;35;SCK;33;58;295;9
97403;2024-06-13T00:00:00.000Z;22;35;SCK;38;66;296;8
97403;2024-06-14T00:00:00.000Z;23;35;SCK;40;68;296;15
95806;2024-06-10T00:00:00.000Z;13;29;PB;42;91;12;11
95806;2024-06-11T00:00:00.000Z;13;31;AB;31;75;305;14
95806;2024-06-12T00:00:00.000Z;13;33;AB;24;57;302;17
95806;2024-06-13T00:00:00.000Z;14;35;SCK;22;51;321;14
95806;2024-06-14T00:00:00.000Z;15;35;SCK;21;53;345;12
95807;2024-06-10T00:00:00.000Z;8;25;PB;37;96;354;18
95807;2024-06-11T00:00:00.000Z;8;27;AB;27;81;334;19
95807;2024-06-12T00:00:00.000Z;10;30;AB;23;54;341;18
95807;2024-06-13T00:00:00.000Z;10;31;AB;22;61;339;20
95807;2024-06-14T00:00:00.000Z;10;31;PB;23;64;314;17
95811;2024-06-10T00:00:00.000Z;13;28;PB;36;91;344;11
95811;2024-06-11T00:00:00.000Z;13;31;AB;23;82;311;15
95811;2024-06-12T00:00:00.000Z;14;33;AB;21;64;316;16
95811;2024-06-13T00:00:00.000Z;16;34;AB;20;58;320;16
95811;2024-06-14T00:00:00.000Z;16;35;SCK;19;58;321;14
95808;2024-06-10T00:00:00.000Z;10;25;PB;46;96;349;15
95808;2024-06-11T00:00:00.000Z;10;26;AB;38;82;310;11
95808;2024-06-12T00:00:00.000Z;13;29;AB;32;68;353;11
95808;2024-06-13T00:00:00.000Z;14;30;AB;31;50;355;12
95808;2024-06-14T00:00:00.000Z;14;31;PB;30;63;307;11
95812;2024-06-10T00:00:00.000Z;10;28;PB;26;90;359;16
95812;2024-06-11T00:00:00.000Z;10;31;AB;21;68;323;16
95812;2024-06-12T00:00:00.000Z;14;33;AB;18;53;321;16
95812;2024-06-13T00:00:00.000Z;14;34;AB;16;47;316;18
95812;2024-06-14T00:00:00.000Z;14;35;SCK;18;60;301;16
95809;2024-06-10T00:00:00.000Z;12;25;PB;41;96;346;14
95809;2024-06-11T00:00:00.000Z;12;27;AB;37;84;343;13
95809;2024-06-12T00:00:00.000Z;12;28;AB;27;75;333;14
95809;2024-06-13T00:00:00.000Z;13;30;AB;24;66;356;14
95809;2024-06-14T00:00:00.000Z;14;31;PB;23;66;2;14
95813;2024-06-10T00:00:00.000Z;12;29;PB;33;91;348;21
95813;2024-06-11T00:00:00.000Z;12;31;AB;17;73;337;22
95813;2024-06-12T00:00:00.000Z;14;34;AB;21;51;340;21
95813;2024-06-13T00:00:00.000Z;14;34;AB;21;53;340;21
95813;2024-06-14T00:00:00.000Z;15;35;SCK;21;58;328;20
95814;2024-06-10T00:00:00.000Z;12;26;PB;38;93;348;19
95814;2024-06-11T00:00:00.000Z;12;29;AB;21;94;340;18
95814;2024-06-12T00:00:00.000Z;12;31;AB;23;89;345;18
95814;2024-06-13T00:00:00.000Z;12;32;AB;25;77;346;16
95814;2024-06-14T00:00:00.000Z;14;33;PB;24;72;339;17
95816;2024-06-10T00:00:00.000Z;9;25;PB;37;93;345;20
95816;2024-06-11T00:00:00.000Z;9;28;AB;20;88;328;21
95816;2024-06-12T00:00:00.000Z;9;30;AB;22;70;343;21
95816;2024-06-13T00:00:00.000Z;10;31;AB;22;61;333;20
95816;2024-06-14T00:00:00.000Z;11;32;PB;21;67;326;19
95817;2024-06-10T00:00:00.000Z;14;29;PB;41;96;339;14
95817;2024-06-11T00:00:00.000Z;14;33;AB;32;93;332;12
95817;2024-06-12T00:00:00.000Z;15;35;SCK;23;76;331;12
95817;2024-06-13T00:00:00.000Z;17;36;SCK;26;67;344;13
95817;2024-06-14T00:00:00.000Z;18;37;SCK;24;70;347;12
95801;2024-06-10T00:00:00.000Z;11;27;PB;37;96;344;19
95801;2024-06-11T00:00:00.000Z;10;30;AB;22;91;336;19
95801;2024-06-12T00:00:00.000Z;12;32;AB;22;70;353;19
95801;2024-06-13T00:00:00.000Z;14;33;AB;23;61;339;17
95801;2024-06-14T00:00:00.000Z;16;34;PB;21;59;327;17
95802;2024-06-10T00:00:00.000Z;13;27;PB;38;92;299;14
95802;2024-06-11T00:00:00.000Z;13;30;AB;27;74;303;15
95802;2024-06-12T00:00:00.000Z;14;32;AB;19;52;311;15
95802;2024-06-13T00:00:00.000Z;16;33;AB;20;47;320;16
95802;2024-06-14T00:00:00.000Z;16;34;PB;18;48;323;15
95810;2024-06-10T00:00:00.000Z;10;23;PB;37;96;345;19
95810;2024-06-11T00:00:00.000Z;10;26;AB;22;90;334;20
95810;2024-06-12T00:00:00.000Z;11;28;AB;22;61;342;19
95810;2024-06-13T00:00:00.000Z;12;29;AB;22;64;338;19
95810;2024-06-14T00:00:00.000Z;13;30;PB;22;61;329;17
95804;2024-06-10T00:00:00.000Z;10;26;PB;39;96;353;18
95804;2024-06-11T00:00:00.000Z;10;30;AB;27;68;326;17
95804;2024-06-12T00:00:00.000Z;13;32;AB;24;42;332;17
95804;2024-06-13T00:00:00.000Z;14;33;AB;24;48;342;17
95804;2024-06-14T00:00:00.000Z;14;34;PB;24;60;306;17
95805;2024-06-10T00:00:00.000Z;10;26;PB;37;90;344;18
95805;2024-06-11T00:00:00.000Z;10;28;AB;25;83;324;16
95805;2024-06-12T00:00:00.000Z;10;30;AB;25;65;330;15
95805;2024-06-13T00:00:00.000Z;10;31;AB;26;54;335;15
95805;2024-06-14T00:00:00.000Z;11;32;PB;22;59;321;14
95815;2024-06-10T00:00:00.000Z;9;23;PB;47;96;20;14
95815;2024-06-11T00:00:00.000Z;8;26;AB;33;90;351;11
95815;2024-06-12T00:00:00.000Z;8;28;AB;29;76;344;11
95815;2024-06-13T00:00:00.000Z;8;29;AB;30;64;332;11
95815;2024-06-14T00:00:00.000Z;9;30;PB;26;69;22;9
95803;2024-06-10T00:00:00.000Z;8;25;PB;29;96;351;18
95803;2024-06-11T00:00:00.000Z;8;28;AB;21;75;337;16
95803;2024-06-12T00:00:00.000Z;10;31;AB;17;46;337;16
95803;2024-06-13T00:00:00.000Z;11;32;AB;17;54;327;18
95803;2024-06-14T00:00:00.000Z;11;33;PB;18;64;316;16
93439;2024-06-10T00:00:00.000Z;18;32;PB;54;81;57;15
93439;2024-06-11T00:00:00.000Z;20;32;PB;58;69;72;10
93439;2024-06-12T00:00:00.000Z;22;34;AB;44;71;94;14
93439;2024-06-13T00:00:00.000Z;20;34;PB;50;93;25;18
93439;2024-06-14T00:00:00.000Z;22;34;PB;58;76;28;28
93431;2024-06-10T00:00:00.000Z;18;33;PB;42;94;33;13
93431;2024-06-11T00:00:00.000Z;20;34;PB;23;69;223;10
93431;2024-06-12T00:00:00.000Z;24;34;AB;39;77;341;14
93431;2024-06-13T00:00:00.000Z;22;33;PB;45;96;6;14
93431;2024-06-14T00:00:00.000Z;22;29;PB;60;86;2;26
93440;2024-06-10T00:00:00.000Z;7;13;A;-9999;-9999;-9999;-9999
93440;2024-06-11T00:00:00.000Z;5;12;A;-9999;-9999;-9999;-9999
93440;2024-06-12T00:00:00.000Z;7;13;CB;-9999;-9999;-9999;-9999
93440;2024-06-13T00:00:00.000Z;-9999;-9999;-9999;-9999;-9999;-9999;-9999
93440;2024-06-14T00:00:00.000Z;-9999;-9999;-9999;-9999;-9999;-9999;-9999
93432;2024-06-10T00:00:00.000Z;18;32;PB;40;84;39;15
93432;2024-06-11T00:00:00.000Z;20;33;PB;26;67;228;10
93432;2024-06-12T00:00:00.000Z;23;33;AB;36;62;38;11
93432;2024-06-13T00:00:00.000Z;22;33;PB;44;95;19;15
93432;2024-06-14T00:00:00.000Z;23;30;PB;54;80;30;27
93423;2024-06-10T00:00:00.000Z;19;30;PB;40;80;46;16
93423;2024-06-11T00:00:00.000Z;21;30;PB;40;70;195;8
93423;2024-06-12T00:00:00.000Z;23;32;AB;46;65;25;17
93423;2024-06-13T00:00:00.000Z;22;33;PB;40;91;11;21
93423;2024-06-14T00:00:00.000Z;23;29;PB;53;75;29;30
93401;2024-06-10T00:00:00.000Z;20;32;PB;38;81;41;16
93401;2024-06-11T00:00:00.000Z;22;32;PB;40;72;196;8
93401;2024-06-12T00:00:00.000Z;24;34;PB;48;69;26;17
93401;2024-06-13T00:00:00.000Z;23;34;PB;42;92;10;21
93401;2024-06-14T00:00:00.000Z;25;32;PB;54;78;29;31
93422;2024-06-10T00:00:00.000Z;18;31;PB;39;85;40;16
93422;2024-06-11T00:00:00.000Z;20;33;PB;29;71;211;12
93422;2024-06-12T00:00:00.000Z;22;33;AB;41;69;27;14
93422;2024-06-13T00:00:00.000Z;22;33;PB;43;95;9;17
93422;2024-06-14T00:00:00.000Z;22;29;PB;56;83;29;28
93424;2024-06-10T00:00:00.000Z;17;30;PB;38;85;43;15
93424;2024-06-11T00:00:00.000Z;20;32;PB;30;65;207;11
93424;2024-06-12T00:00:00.000Z;21;32;AB;41;67;24;14
93424;2024-06-13T00:00:00.000Z;21;32;PB;41;95;7;18
93424;2024-06-14T00:00:00.000Z;21;27;PB;55;82;28;29
93433;2024-06-10T00:00:00.000Z;18;32;PB;33;88;45;14
93433;2024-06-11T00:00:00.000Z;20;33;PB;26;66;212;13
93433;2024-06-12T00:00:00.000Z;22;33;AB;36;70;20;12
93433;2024-06-13T00:00:00.000Z;21;32;PB;40;96;4;17
93433;2024-06-14T00:00:00.000Z;22;26;PB;56;84;26;27
93403;2024-06-10T00:00:00.000Z;18;31;PB;52;91;27;13
93403;2024-06-11T00:00:00.000Z;18;34;PB;28;80;207;9
93403;2024-06-12T00:00:00.000Z;23;34;AB;42;78;243;10
93403;2024-06-13T00:00:00.000Z;21;31;PB;57;96;24;12
93403;2024-06-14T00:00:00.000Z;22;29;PB;65;89;29;22
93434;2024-06-10T00:00:00.000Z;21;34;PB;50;80;47;16
93434;2024-06-11T00:00:00.000Z;23;34;PB;47;72;55;7
93434;2024-06-12T00:00:00.000Z;25;35;SCK;52;66;26;16
93434;2024-06-13T00:00:00.000Z;25;35;SCK;50;91;16;22
93434;2024-06-14T00:00:00.000Z;26;33;PB;55;75;28;28
93404;2024-06-10T00:00:00.000Z;18;32;PB;40;84;39;16
93404;2024-06-11T00:00:00.000Z;20;33;PB;29;74;213;11
93404;2024-06-12T00:00:00.000Z;22;33;AB;41;68;29;14
93404;2024-06-13T00:00:00.000Z;22;32;PB;44;95;11;17
93404;2024-06-14T00:00:00.000Z;23;29;PB;56;83;29;28
93402;2024-06-10T00:00:00.000Z;17;32;PB;42;87;41;13
93402;2024-06-11T00:00:00.000Z;18;32;PB;24;75;219;11
93402;2024-06-12T00:00:00.000Z;21;34;AB;38;71;33;11
93402;2024-06-13T00:00:00.000Z;21;34;PB;46;96;10;14
93402;2024-06-14T00:00:00.000Z;22;32;PB;59;85;29;25
93417;2024-06-10T00:00:00.000Z;17;33;PB;42;84;45;12
93417;2024-06-11T00:00:00.000Z;18;34;PB;34;69;209;8
93417;2024-06-12T00:00:00.000Z;21;35;SCK;44;63;21;13
93417;2024-06-13T00:00:00.000Z;20;35;SCK;44;93;14;19
93417;2024-06-14T00:00:00.000Z;21;32;PB;54;77;13;27
93430;2024-06-10T00:00:00.000Z;18;31;PB;39;85;42;16
93430;2024-06-11T00:00:00.000Z;20;33;PB;30;66;208;12
93430;2024-06-12T00:00:00.000Z;22;33;AB;41;68;24;14
93430;2024-06-13T00:00:00.000Z;22;33;PB;42;95;7;18
93430;2024-06-14T00:00:00.000Z;22;29;PB;55;82;28;29
93436;2024-06-10T00:00:00.000Z;19;31;PB;39;82;47;14
93436;2024-06-11T00:00:00.000Z;21;32;PB;34;67;200;8
93436;2024-06-12T00:00:00.000Z;23;33;AB;43;63;21;15
93436;2024-06-13T00:00:00.000Z;22;33;PB;40;93;11;20
93436;2024-06-14T00:00:00.000Z;23;29;PB;53;75;26;28
93406;2024-06-10T00:00:00.000Z;17;33;PB;38;87;40;14
93406;2024-06-11T00:00:00.000Z;19;32;PB;26;72;215;13
93406;2024-06-12T00:00:00.000Z;22;34;PB;39;71;27;12
93406;2024-06-13T00:00:00.000Z;21;34;PB;43;96;8;16
93406;2024-06-14T00:00:00.000Z;22;31;PB;57;85;28;27
93407;2024-06-10T00:00:00.000Z;20;32;PB;40;83;39;18
93407;2024-06-11T00:00:00.000Z;21;32;PB;31;74;211;11
93407;2024-06-12T00:00:00.000Z;24;34;PB;43;70;29;15
93407;2024-06-13T00:00:00.000Z;23;34;PB;44;95;12;17
93407;2024-06-14T00:00:00.000Z;24;33;PB;55;81;29;29
93408;2024-06-10T00:00:00.000Z;18;32;PB;36;88;41;14
93408;2024-06-11T00:00:00.000Z;19;34;PB;25;70;215;14
93408;2024-06-12T00:00:00.000Z;22;34;AB;37;72;25;12
93408;2024-06-13T00:00:00.000Z;22;32;PB;42;96;6;15
93408;2024-06-14T00:00:00.000Z;22;28;PB;57;85;28;27
93409;2024-06-10T00:00:00.000Z;21;32;PB;46;82;37;16
93409;2024-06-11T00:00:00.000Z;23;33;PB;34;70;221;9
93409;2024-06-12T00:00:00.000Z;26;33;AB;43;67;34;13
93409;2024-06-13T00:00:00.000Z;25;34;PB;45;94;18;17
93409;2024-06-14T00:00:00.000Z;26;32;PB;56;79;30;28
93410;2024-06-10T00:00:00.000Z;21;33;PB;53;83;33;14
93410;2024-06-11T00:00:00.000Z;23;34;PB;46;68;67;9
93410;2024-06-12T00:00:00.000Z;25;36;PB;45;66;99;11
93410;2024-06-13T00:00:00.000Z;24;36;PB;48;94;26;16
93410;2024-06-14T00:00:00.000Z;26;34;PB;58;77;28;27
93418;2024-06-10T00:00:00.000Z;19;33;PB;40;88;41;13
93418;2024-06-11T00:00:00.000Z;20;32;PB;25;74;216;13
93418;2024-06-12T00:00:00.000Z;23;34;SCK;38;73;28;11
93418;2024-06-13T00:00:00.000Z;22;34;PB;44;96;8;15
93418;2024-06-14T00:00:00.000Z;23;30;PB;58;86;29;26
93419;2024-06-10T00:00:00.000Z;19;31;PB;35;81;45;15
93419;2024-06-11T00:00:00.000Z;21;31;PB;35;69;196;9
93419;2024-06-12T00:00:00.000Z;23;33;AB;44;66;25;17
93419;2024-06-13T00:00:00.000Z;23;33;PB;41;93;8;20
93419;2024-06-14T00:00:00.000Z;24;29;PB;53;78;28;30
93427;2024-06-10T00:00:00.000Z;19;30;PB;50;83;35;14
93427;2024-06-11T00:00:00.000Z;21;30;PB;42;67;72;9
93427;2024-06-12T00:00:00.000Z;23;31;AB;45;64;36;12
93427;2024-06-13T00:00:00.000Z;22;33;PB;47;94;23;16
93427;2024-06-14T00:00:00.000Z;24;29;PB;57;78;29;28
93420;2024-06-10T00:00:00.000Z;19;31;PB;48;79;24;12
93420;2024-06-11T00:00:00.000Z;21;33;PB;42;70;255;9
93420;2024-06-12T00:00:00.000Z;23;33;AB;45;63;246;11
93420;2024-06-13T00:00:00.000Z;22;34;PB;55;90;28;15
93420;2024-06-14T00:00:00.000Z;25;32;PB;56;77;26;25
93437;2024-06-10T00:00:00.000Z;17;32;PB;35;88;39;14
93437;2024-06-11T00:00:00.000Z;21;33;PB;23;71;242;10
93437;2024-06-12T00:00:00.000Z;23;33;PB;33;63;247;10
93437;2024-06-13T00:00:00.000Z;22;34;PB;47;95;29;12
93437;2024-06-14T00:00:00.000Z;24;30;PB;57;81;29;25
93411;2024-06-10T00:00:00.000Z;19;29;PB;53;92;29;13
93411;2024-06-11T00:00:00.000Z;19;33;PB;32;76;202;9
93411;2024-06-12T00:00:00.000Z;22;32;AB;44;81;322;11
93411;2024-06-13T00:00:00.000Z;22;30;PB;56;96;25;12
93411;2024-06-14T00:00:00.000Z;23;28;PB;65;89;29;22
93412;2024-06-10T00:00:00.000Z;18;30;PB;44;86;47;15
93412;2024-06-11T00:00:00.000Z;21;31;PB;37;65;182;9
93412;2024-06-12T00:00:00.000Z;22;32;AB;41;59;37;14
93412;2024-06-13T00:00:00.000Z;22;32;PB;42;83;29;22
93412;2024-06-14T00:00:00.000Z;23;29;PB;53;67;27;29
93428;2024-06-10T00:00:00.000Z;17;31;PB;42;87;36;14
93428;2024-06-11T00:00:00.000Z;19;33;PB;27;66;249;9
93428;2024-06-12T00:00:00.000Z;22;33;AB;36;65;250;10
93428;2024-06-13T00:00:00.000Z;21;32;PB;49;94;19;12
93428;2024-06-14T00:00:00.000Z;23;29;PB;57;79;28;24
93438;2024-06-10T00:00:00.000Z;18;32;PB;36;89;42;13
93438;2024-06-11T00:00:00.000Z;19;32;PB;24;68;215;14
93438;2024-06-12T00:00:00.000Z;21;34;AB;36;74;23;11
93438;2024-06-13T00:00:00.000Z;21;32;PB;42;96;5;15
93438;2024-06-14T00:00:00.000Z;22;28;PB;57;86;27;26
93429;2024-06-10T00:00:00.000Z;19;32;PB;55;77;261;13
93429;2024-06-11T00:00:00.000Z;21;33;PB;52;74;277;11
93429;2024-06-12T00:00:00.000Z;22;34;AB;46;64;84;11
93429;2024-06-13T00:00:00.000Z;22;34;PB;61;87;31;13
93429;2024-06-14T00:00:00.000Z;24;34;PB;57;83;22;23
93443;2018-04-13T00:00:00.000Z;11;22;SIS;69;88;21;17
93443;2018-04-14T00:00:00.000Z;10;18;SIS;71;93;33;24
93443;2018-04-15T00:00:00.000Z;11;18;AB;55;78;48;26
93443;2018-04-16T00:00:00.000Z;9;19;PB;57;87;45;24
93443;2018-04-17T00:00:00.000Z;9;20;CB;72;96;30;17
93405;2024-06-10T00:00:00.000Z;16;32;PB;41;96;41;13
93405;2024-06-11T00:00:00.000Z;19;33;PB;24;65;213;13
93405;2024-06-12T00:00:00.000Z;21;33;AB;37;70;4;12
93405;2024-06-13T00:00:00.000Z;20;33;PB;42;96;20;15
93405;2024-06-14T00:00:00.000Z;20;29;PB;60;79;14;27
93435;2024-06-10T00:00:00.000Z;16;32;PB;59;92;23;12
93435;2024-06-11T00:00:00.000Z;16;33;PB;30;85;107;8
93435;2024-06-12T00:00:00.000Z;21;34;PB;45;87;241;11
93435;2024-06-13T00:00:00.000Z;19;32;PB;63;96;16;11
93435;2024-06-14T00:00:00.000Z;22;31;PB;63;87;25;20
93421;2024-06-10T00:00:00.000Z;17;33;PB;40;84;41;15
93421;2024-06-11T00:00:00.000Z;19;34;PB;24;70;228;9
93421;2024-06-12T00:00:00.000Z;23;34;PB;35;63;242;10
93421;2024-06-13T00:00:00.000Z;21;34;PB;46;96;16;14
93421;2024-06-14T00:00:00.000Z;23;32;PB;56;82;30;26
93415;2024-06-10T00:00:00.000Z;19;33;PB;40;84;39;16
93415;2024-06-11T00:00:00.000Z;20;34;PB;27;75;217;10
93415;2024-06-12T00:00:00.000Z;23;34;PB;39;66;32;13
93415;2024-06-13T00:00:00.000Z;23;34;PB;45;96;14;16
93415;2024-06-14T00:00:00.000Z;23;31;PB;56;82;30;27
93445;2024-06-10T00:00:00.000Z;19;29;PB;57;96;35;13
93445;2024-06-11T00:00:00.000Z;20;34;PB;30;71;198;9
93445;2024-06-12T00:00:00.000Z;24;31;AB;36;86;332;15
93445;2024-06-13T00:00:00.000Z;23;30;PB;54;96;23;13
93445;2024-06-14T00:00:00.000Z;23;28;PB;67;93;356;24
93444;2018-04-13T00:00:00.000Z;7;13;SIS;72;96;3;13
93444;2018-04-14T00:00:00.000Z;6;13;SIS;81;96;26;22
93444;2018-04-15T00:00:00.000Z;9;14;AB;67;83;47;25
93444;2018-04-16T00:00:00.000Z;5;15;PB;67;92;53;23
93444;2018-04-17T00:00:00.000Z;6;16;CB;77;96;354;15
93413;2024-06-10T00:00:00.000Z;16;29;PB;76;93;44;12
93413;2024-06-11T00:00:00.000Z;17;32;PB;53;87;100;14
93413;2024-06-12T00:00:00.000Z;22;32;AB;52;85;310;18
93413;2024-06-13T00:00:00.000Z;20;30;PB;82;96;85;12
93413;2024-06-14T00:00:00.000Z;22;30;PB;63;91;330;19
93414;2024-06-10T00:00:00.000Z;20;34;PB;40;86;40;15
93414;2024-06-11T00:00:00.000Z;21;32;PB;27;74;214;12
93414;2024-06-12T00:00:00.000Z;24;34;PB;40;70;28;13
93414;2024-06-13T00:00:00.000Z;23;34;PB;44;96;10;16
93414;2024-06-14T00:00:00.000Z;24;32;PB;57;84;29;27
93712;2024-06-10T00:00:00.000Z;20;28;AB;60;79;80;24
93712;2024-06-11T00:00:00.000Z;19;27;AB;64;82;79;16
93712;2024-06-12T00:00:00.000Z;20;30;AB;56;67;116;10
93712;2024-06-13T00:00:00.000Z;23;29;AB;38;78;123;6
93712;2024-06-14T00:00:00.000Z;21;31;PB;55;81;276;17
93713;2024-06-10T00:00:00.000Z;11;32;AB;29;80;258;8
93713;2024-06-11T00:00:00.000Z;12;35;SCK;28;80;279;10
93713;2024-06-12T00:00:00.000Z;16;35;SCK;29;63;286;13
93713;2024-06-13T00:00:00.000Z;17;35;SCK;28;64;274;11
93713;2024-06-14T00:00:00.000Z;18;35;SCK;29;63;286;15
93714;2024-06-10T00:00:00.000Z;9;33;AB;28;85;333;10
93714;2024-06-11T00:00:00.000Z;11;34;AB;30;84;334;11
93714;2024-06-12T00:00:00.000Z;13;35;SCK;31;75;300;13
93714;2024-06-13T00:00:00.000Z;15;35;SCK;31;66;295;12
93714;2024-06-14T00:00:00.000Z;15;35;SCK;34;75;290;17
93708;2024-06-10T00:00:00.000Z;10;27;AB;28;81;9;12
93708;2024-06-11T00:00:00.000Z;11;29;AB;29;78;342;11
93708;2024-06-12T00:00:00.000Z;14;29;AB;27;62;304;14
93708;2024-06-13T00:00:00.000Z;15;30;AB;30;68;300;13
93708;2024-06-14T00:00:00.000Z;16;30;PB;30;73;297;21
93715;2024-06-10T00:00:00.000Z;19;29;AB;60;79;77;21
93715;2024-06-11T00:00:00.000Z;19;28;AB;62;74;73;13
93715;2024-06-12T00:00:00.000Z;20;31;AB;49;56;123;8
93715;2024-06-13T00:00:00.000Z;23;30;AB;41;71;126;5
93715;2024-06-14T00:00:00.000Z;22;32;PB;55;77;277;14
93716;2024-06-10T00:00:00.000Z;17;29;AB;48;75;42;14
93716;2024-06-11T00:00:00.000Z;19;28;AB;60;76;162;12
93716;2024-06-12T00:00:00.000Z;20;30;AB;50;74;156;11
93716;2024-06-13T00:00:00.000Z;21;29;AB;61;76;360;7
93716;2024-06-14T00:00:00.000Z;22;31;PB;55;84;282;16
93718;2024-06-10T00:00:00.000Z;12;30;AB;25;75;324;11
93718;2024-06-11T00:00:00.000Z;14;32;AB;25;73;323;11
93718;2024-06-12T00:00:00.000Z;15;32;AB;28;74;290;14
